user_id,uuid,age,gender,city,university,major,study_year,living_status,scholarship,part_time_income,other_income,total_income,monthly_budget,financial_goal,goal_amount,target_months,financial_personality
125,a73ca5f0-7286-4163-acb0-213ce44ec580,23,Male,Dammam,King Abdulaziz University,Accounting,5,Alone,990,0,0,990,753.47,Car,25000,3,Shopaholic
126,1514ccce-2ec9-423c-8074-ad45ad5602ec,23,Female,Jeddah,Prince Sattam bin Abdulaziz University,Cybersecurity,5,With Family,990,0,400,1390,1216.26,Phone,4500,3,Shopaholic
127,70f55ab6-2318-4a8d-ad00-24393a8f40a7,23,Male,Riyadh,Princess Nourah University,Computer Science,5,With Family,990,1800,0,2790,2210.13,Gaming PC,8000,12,Tech Enthusiast
128,1105682a-2e7f-401f-8b59-6277f916936d,22,Female,Makkah,Qassim University,Artificial Intelligence,4,With Family,0,1200,0,1200,914.38,Gaming PC,8000,12,Coffee Lover
129,1dc86f90-0d96-4302-b90f-1274b5709ead,23,Female,Tabuk,King Abdulaziz University,Electrical Engineering,3,With Family,990,0,0,990,763.52,Investment,10000,6,Coffee Lover
130,85b79305-f54f-47dd-948a-f37a62a56858,24,Female,Makkah,King Abdulaziz University,Business Administration,5,Dorm,990,0,0,990,780.09,Travel,4000,6,Coffee Lover
131,73166784-059b-4bfc-b3ed-6b013133ea95,19,Female,Qassim,Imam Mohammad Ibn Saud Islamic University,Cybersecurity,5,With Family,1000,500,0,1500,1140.16,Laptop,5000,12,Tech Enthusiast
132,a0a679e4-8366-4b79-a995-8dc803f4cce2,19,Female,Dammam,Prince Sattam bin Abdulaziz University,Mechanical Engineering,3,Shared Apartment,1000,800,0,1800,1481.74,Laptop,5000,12,Disciplined
133,742ef2b8-2624-4ec3-86aa-294b7b794283,25,Female,Jeddah,King Abdulaziz University,Software Engineering,4,With Family,1000,0,0,1000,947.36,Emergency Fund,6000,9,Social Spender
134,e88ca3cf-327d-498e-8f05-c3406f036c21,18,Male,Abha,Taibah University,Medicine,4,With Family,990,500,0,1490,1383.65,Laptop,5000,6,Balanced
135,49507b31-ba8a-4985-a7e9-c9196861cd93,22,Female,Qassim,King Khalid University,Artificial Intelligence,4,Shared Apartment,1000,0,700,1700,1400.24,Gaming PC,8000,3,Improving
136,5f660eeb-d321-4cce-b59a-3cf9fd84a33e,18,Female,Madinah,King Khalid University,Nursing,2,Dorm,1000,1200,200,2400,2080.09,Gaming PC,8000,6,Shopaholic
137,33d14b5c-5c76-4ed2-86ee-14394933fce3,21,Male,Jeddah,Imam Mohammad Ibn Saud Islamic University,Computer Science,4,With Family,1000,1200,0,2200,1716.63,Investment,10000,6,Coffee Lover
138,0c911737-ac22-4c79-a97b-ba2367d8eed3,18,Male,Makkah,Umm Al-Qura University,Business Administration,4,With Family,1000,1800,400,3200,2600.8,Gaming PC,8000,6,Coffee Lover
139,6397f059-d2d7-4761-b9d5-340edfd87d58,22,Female,Makkah,Imam Mohammad Ibn Saud Islamic University,Artificial Intelligence,5,With Family,1000,500,0,1500,1407.45,Investment,10000,9,Budget Student
140,34ea1cf0-6a10-4e86-86cf-72276acb379c,23,Female,Madinah,Princess Nourah University,Nursing,5,With Family,1000,800,0,1800,1702.86,Emergency Fund,6000,9,Improving
141,fd93dd83-dab4-407b-a6b9-7eed40993a90,19,Female,Qassim,Prince Sattam bin Abdulaziz University,Mechanical Engineering,4,With Family,1000,0,0,1000,915.59,Gaming PC,8000,9,Overspender
142,f1b7707e-82ad-4738-bc68-904005becb5f,21,Male,Riyadh,Umm Al-Qura University,Cybersecurity,2,With Family,1000,0,0,1000,832.66,Car,25000,12,Disciplined
143,e9823689-f7ec-4acf-88a0-7fa9dcfe982e,24,Female,Qassim,Imam Mohammad Ibn Saud Islamic University,Electrical Engineering,3,With Family,1000,0,0,1000,879.18,Phone,4500,3,Tech Enthusiast
144,407b5d50-d051-423a-887e-edb6f3d9cdab,20,Female,Dammam,King Saud University,Accounting,4,With Family,990,800,400,2190,1970.56,Laptop,5000,9,Impulsive
145,2dd80d2a-a845-47aa-8cff-ee342ff112a1,22,Female,Qassim,King Abdulaziz University,Medicine,4,With Family,0,500,0,500,455.88,Travel,4000,9,Balanced
146,2d54eea0-c44b-4b78-b4bc-a67802177978,23,Female,Makkah,King Abdulaziz University,Nursing,4,Shared Apartment,990,0,0,990,844.53,Gaming PC,8000,3,Coffee Lover
147,53d0e436-af93-4e5a-be56-8ab174b9a62d,18,Female,Tabuk,Imam Mohammad Ibn Saud Islamic University,Finance,3,Alone,0,2500,0,2500,2025.97,Phone,4500,3,Balanced
148,3a5603bc-9f91-4996-a3fa-58509d7e259f,22,Male,Tabuk,Umm Al-Qura University,Mechanical Engineering,3,Dorm,990,0,0,990,868.96,Emergency Fund,6000,9,Balanced
149,d547176b-bd6c-46d0-b737-399d6a9add53,23,Female,Qassim,Umm Al-Qura University,Electrical Engineering,2,Shared Apartment,990,1800,0,2790,2472.13,Emergency Fund,6000,3,Shopaholic
150,c43e3319-c33c-4773-aac2-591ea0af0353,18,Male,Dammam,King Abdulaziz University,Business Administration,5,With Family,1000,0,400,1400,1240.48,Laptop,5000,12,Disciplined
151,02f6ba6e-0ab4-416d-a02a-3496c6d687e6,24,Female,Riyadh,Umm Al-Qura University,Finance,3,Dorm,1000,1200,0,2200,1824.22,Car,25000,3,Social Spender
152,41dce894-9da1-4d3b-b117-2d6d32a44b8b,18,Male,Qassim,King Saud University,Artificial Intelligence,4,With Family,1000,0,0,1000,777.09,Laptop,5000,12,Balanced
153,2aff2a2b-29ee-470f-971f-b4df7d3674f8,24,Male,Dammam,King Fahd University of Petroleum and Minerals,Software Engineering,2,Alone,1500,0,400,1900,1574.36,Emergency Fund,6000,6,Social Spender
154,04d32e35-aae2-4e76-a88a-4f52e102c536,25,Female,Tabuk,Imam Mohammad Ibn Saud Islamic University,Cybersecurity,4,With Family,990,0,0,990,797.08,Travel,4000,3,Disciplined
155,0e61dba2-f257-4f1f-8a22-dda1c45f65ea,21,Male,Jeddah,Princess Nourah University,Nursing,1,With Family,1000,800,400,2200,1945.69,Laptop,5000,3,Balanced
156,d204f642-765e-433e-be7a-80283d0b4d71,18,Male,Madinah,Imam Mohammad Ibn Saud Islamic University,Mechanical Engineering,5,With Family,0,0,0,0,0.0,Investment,10000,9,Balanced
157,afea836c-35bf-4040-ad3e-c6cc797f6781,22,Female,Riyadh,Umm Al-Qura University,Nursing,2,Dorm,1500,2500,0,4000,3341.76,Emergency Fund,6000,12,Disciplined
158,987084db-047c-409d-8916-a8238070c3e9,23,Female,Tabuk,King Abdulaziz University,Artificial Intelligence,4,With Family,990,800,0,1790,1535.08,Car,25000,6,Budget Student
159,9e1ca776-0e7f-4011-886e-00ab5ce4fc2d,24,Female,Dammam,Qassim University,Cybersecurity,3,With Family,990,800,200,1990,1749.89,Laptop,5000,12,Budget Student
160,c543a3cb-0c25-4fcf-bf69-5d8fd8d86ca8,24,Male,Jeddah,Imam Mohammad Ibn Saud Islamic University,Electrical Engineering,5,Dorm,0,800,0,800,689.42,Travel,4000,12,Balanced
161,306cdce6-f7fe-4909-9eb8-9ac503c12c4b,21,Male,Qassim,Imam Mohammad Ibn Saud Islamic University,Mechanical Engineering,5,Dorm,1500,0,400,1900,1575.72,Phone,4500,6,Shopaholic
162,8c864433-bac0-4433-8c83-059c2d8a5494,22,Female,Abha,Umm Al-Qura University,Finance,4,With Family,1000,0,0,1000,946.26,Travel,4000,12,Budget Student
163,f0b873ef-28f8-474e-9800-63696327ef06,21,Male,Riyadh,Prince Sattam bin Abdulaziz University,Medicine,5,Dorm,990,0,0,990,825.18,Laptop,5000,6,Balanced
164,22dc6622-704d-419f-b503-5e8266f86487,23,Female,Qassim,Taibah University,Finance,2,Dorm,990,500,0,1490,1222.45,Car,25000,6,Social Spender
165,e00468c6-ec4c-49d2-8bf4-f2a97070e91a,18,Male,Jeddah,King Saud University,Electrical Engineering,1,With Family,990,1800,0,2790,2562.64,Gaming PC,8000,6,Disciplined
166,4c97568e-4ce9-4fd2-9dd5-4fc00e43ff46,25,Female,Riyadh,King Saud University,Medicine,5,With Family,990,0,0,990,745.81,Laptop,5000,9,Shopaholic
167,8996281b-828b-4adc-99f3-c16bdced6db3,20,Male,Jeddah,Umm Al-Qura University,Information Systems,2,With Family,990,500,0,1490,1274.38,Emergency Fund,6000,9,Balanced
168,b2b89946-5897-451e-9527-adc1ae4788d7,21,Male,Madinah,Princess Nourah University,Law,1,With Family,990,0,0,990,817.59,Car,25000,12,Disciplined
169,6d8ab560-c7fb-48f6-bbc6-11ec43687b3e,23,Male,Riyadh,Imam Mohammad Ibn Saud Islamic University,Cybersecurity,5,With Family,0,0,0,0,0.0,Emergency Fund,6000,3,Social Spender
170,a610cde5-2bd0-40bb-9a56-ff84ccbb8caf,23,Male,Makkah,King Khalid University,Information Systems,4,Alone,990,500,0,1490,1206.68,Phone,4500,6,Shopaholic
171,0902f065-25d0-4c43-8e3d-2be8d696cc8c,20,Male,Abha,King Saud University,Software Engineering,4,With Family,1000,800,0,1800,1377.37,Emergency Fund,6000,12,Improving
172,09537ad6-964a-4fb8-a702-535768c0a178,25,Male,Abha,Umm Al-Qura University,Accounting,4,With Family,990,800,200,1990,1725.68,Emergency Fund,6000,12,Disciplined
173,d9f59184-5127-4413-9fe9-1e68644901fd,22,Male,Tabuk,King Abdulaziz University,Mechanical Engineering,4,With Family,1000,1200,200,2400,1851.14,Laptop,5000,3,Overspender
174,71eab431-58d7-44db-b9ac-f9d104b496e1,20,Female,Qassim,Umm Al-Qura University,Medicine,5,With Family,990,1200,0,2190,1654.0,Laptop,5000,9,Shopaholic
175,c1a12415-1171-488d-bab8-4fe87f531e64,22,Female,Tabuk,Princess Nourah University,Mechanical Engineering,5,Alone,1000,1200,400,2600,2458.65,Laptop,5000,6,Social Spender
176,0e715013-631c-4a35-962f-d48d1840df82,19,Male,Tabuk,Prince Sattam bin Abdulaziz University,Accounting,3,With Family,990,0,0,990,757.73,Phone,4500,9,Overspender
177,ec8d3992-9241-405e-86e9-b8fc22689dae,19,Male,Madinah,King Saud University,Accounting,3,Shared Apartment,1000,500,0,1500,1238.97,Emergency Fund,6000,9,Coffee Lover
178,45af560d-2b7c-404a-81d9-67a298b23c96,20,Female,Abha,King Khalid University,Mechanical Engineering,2,With Family,990,1200,0,2190,1720.31,Car,25000,12,Improving
179,b715f784-b169-451b-aeff-f78ba9c4bb68,21,Female,Tabuk,Prince Sattam bin Abdulaziz University,Electrical Engineering,4,With Family,990,800,0,1790,1676.18,Car,25000,6,Tech Enthusiast
180,bb41cd4b-49b0-4e9e-8231-a6497d678038,25,Male,Qassim,Prince Sattam bin Abdulaziz University,Mechanical Engineering,1,Shared Apartment,1000,800,0,1800,1636.44,Gaming PC,8000,12,Social Spender
181,e4f30a17-0f97-459e-b512-ac5f1aa6b11d,24,Female,Jeddah,Taibah University,Nursing,4,Dorm,990,0,0,990,848.3,Phone,4500,12,Shopaholic
182,74fd69dc-3b26-40bb-b05e-fafd9c28d78f,19,Male,Makkah,King Fahd University of Petroleum and Minerals,Information Systems,5,With Family,1000,0,400,1400,1325.41,Car,25000,12,Improving
183,20f371c4-98fc-4474-b617-5065236d77f1,22,Male,Makkah,Taibah University,Business Administration,4,With Family,990,1200,0,2190,1940.15,Laptop,5000,6,Balanced
184,50824219-05c3-4fd7-ad83-e85b49fb43cd,19,Male,Abha,Prince Sattam bin Abdulaziz University,Business Administration,4,Shared Apartment,0,0,0,0,0.0,Laptop,5000,9,Coffee Lover
185,a79a32bf-d6d5-4b9f-9f59-5915d0e62da8,18,Male,Riyadh,King Fahd University of Petroleum and Minerals,Law,1,Dorm,990,800,0,1790,1401.34,Travel,4000,6,Shopaholic
186,fb4859fe-d0b4-4b16-a2b5-a4dfa8cf9eac,21,Female,Dammam,King Abdulaziz University,Law,4,With Family,1000,0,0,1000,897.48,Emergency Fund,6000,6,Coffee Lover
187,887f341e-a753-4f16-af65-563696baed76,19,Male,Dammam,King Fahd University of Petroleum and Minerals,Business Administration,2,With Family,990,0,0,990,794.45,Travel,4000,12,Shopaholic
188,9923c3a6-d498-425a-b1f8-5096686550de,19,Female,Abha,Taibah University,Nursing,2,Shared Apartment,1000,500,0,1500,1336.8,Car,25000,9,Impulsive
189,ba659e23-23af-444f-b13c-71a37cd73bab,22,Male,Dammam,King Fahd University of Petroleum and Minerals,Mechanical Engineering,2,With Family,1000,800,0,1800,1500.57,Phone,4500,6,Shopaholic
190,1eebecd0-ea9e-4a0b-9460-951931268e34,20,Male,Qassim,Prince Sattam bin Abdulaziz University,Information Systems,2,With Family,990,500,0,1490,1251.9,Gaming PC,8000,3,Impulsive
191,8f5347d6-4404-441a-9164-ea59f6ea773a,25,Female,Qassim,Qassim University,Mechanical Engineering,4,With Family,1500,500,0,2000,1533.07,Emergency Fund,6000,3,Budget Student
192,0bc601b2-a99b-4a77-87a2-6a96e5cef1d4,20,Female,Qassim,Umm Al-Qura University,Medicine,1,Dorm,990,0,0,990,795.54,Travel,4000,9,Shopaholic
193,d8284a94-243a-4e88-b5dd-566d0bab34b8,24,Male,Makkah,Prince Sattam bin Abdulaziz University,Computer Science,4,With Family,1000,1200,0,2200,2029.37,Phone,4500,3,Coffee Lover
194,2343d08b-70f4-47b0-8490-b1f35a9f03f9,23,Female,Dammam,King Khalid University,Information Systems,2,Shared Apartment,1500,1200,0,2700,2459.94,Investment,10000,9,Shopaholic
195,e0cf890a-247f-4934-ad3a-d83ea15f1dc2,22,Female,Jeddah,King Abdulaziz University,Electrical Engineering,4,Alone,1000,0,700,1700,1612.45,Travel,4000,6,Social Spender
196,225b9f2f-328e-4e2a-932f-faaeee9ada27,24,Female,Dammam,King Khalid University,Law,3,Dorm,990,0,0,990,816.78,Phone,4500,3,Tech Enthusiast
197,a7ca0d0a-a927-43ec-8e00-287cdb1648ac,23,Female,Qassim,King Fahd University of Petroleum and Minerals,Nursing,1,Shared Apartment,1500,0,0,1500,1379.15,Travel,4000,3,Social Spender
198,d1741a69-590f-40f2-be1f-456f803d534e,24,Male,Tabuk,Imam Mohammad Ibn Saud Islamic University,Finance,3,With Family,990,800,0,1790,1444.03,Laptop,5000,6,Shopaholic
199,6b4ebbfb-d611-4628-a339-d4620c20c19b,18,Male,Qassim,King Saud University,Software Engineering,2,With Family,990,0,0,990,742.63,Laptop,5000,12,Balanced
200,4c0dfcf2-775e-47ec-bcd8-38c12fdf4fa7,22,Male,Abha,Prince Sattam bin Abdulaziz University,Software Engineering,3,Dorm,1000,0,0,1000,879.78,Phone,4500,3,Balanced
201,e883851e-c0d5-4483-b933-25a3bb94f3b4,19,Male,Riyadh,Imam Mohammad Ibn Saud Islamic University,Finance,1,With Family,990,800,0,1790,1423.48,Gaming PC,8000,12,Disciplined
202,dc7bb53e-ef39-48a2-89ac-b3eef9b420e9,20,Female,Jeddah,Imam Mohammad Ibn Saud Islamic University,Accounting,1,Dorm,1000,1200,700,2900,2234.41,Emergency Fund,6000,9,Balanced
203,7c750531-3d57-4bce-93c7-a8d45e886078,20,Male,Jeddah,Umm Al-Qura University,Nursing,1,Dorm,990,0,200,1190,931.56,Investment,10000,9,Social Spender
204,c96116ae-6ef5-4554-baa9-ced3bd99b67f,25,Male,Jeddah,Princess Nourah University,Information Systems,1,Dorm,1000,0,0,1000,826.81,Gaming PC,8000,12,Balanced
205,6f461cff-e71b-45ab-90d1-7eb1078d4eba,22,Male,Madinah,Imam Mohammad Ibn Saud Islamic University,Medicine,5,With Family,990,0,0,990,890.57,Car,25000,9,Tech Enthusiast
206,9c1a3cbb-d4a0-4f6f-bf3f-a3b873af7f6e,19,Male,Qassim,King Khalid University,Software Engineering,5,Shared Apartment,1000,1200,0,2200,1655.31,Emergency Fund,6000,9,Overspender
207,002d6ebe-a868-49db-b14b-fec72af25151,20,Female,Jeddah,King Saud University,Nursing,1,With Family,990,1200,0,2190,1737.0,Travel,4000,3,Overspender
208,3bc3b960-508d-4cea-9d2a-6c18a811a3db,24,Female,Tabuk,Princess Nourah University,Law,5,With Family,990,0,200,1190,928.84,Investment,10000,3,Balanced
209,7ee6f6bf-f7b7-465f-a1c1-c7260c882d52,23,Female,Jeddah,Prince Sattam bin Abdulaziz University,Mechanical Engineering,4,Dorm,1000,0,200,1200,1103.15,Car,25000,3,Balanced
210,2a636957-a65e-4df8-94d7-444f23fc2ccd,22,Male,Jeddah,King Saud University,Mechanical Engineering,2,Dorm,1500,0,0,1500,1174.15,Laptop,5000,9,Shopaholic
211,11ec1f4c-db4e-4191-b147-c4ebc7fcb3c2,22,Male,Riyadh,King Fahd University of Petroleum and Minerals,Electrical Engineering,4,With Family,1000,800,0,1800,1372.99,Phone,4500,3,Coffee Lover
212,6ce4c80b-b45e-4ffa-9361-c9bb42d78d69,23,Male,Madinah,Princess Nourah University,Nursing,1,With Family,1000,0,400,1400,1192.47,Phone,4500,3,Budget Student
213,877fe2a6-a595-4c37-a58d-129df6e0dbb3,20,Male,Tabuk,Imam Mohammad Ibn Saud Islamic University,Business Administration,2,With Family,0,0,0,0,0.0,Phone,4500,9,Budget Student
214,54c39d65-eefc-4cdf-890a-a9de56dd4cfa,20,Male,Riyadh,Qassim University,Software Engineering,4,Shared Apartment,1000,0,0,1000,904.71,Laptop,5000,9,Balanced
215,65c17af3-1634-4871-91df-b0ba1c6d9f1e,22,Male,Qassim,King Fahd University of Petroleum and Minerals,Nursing,4,Alone,1000,0,0,1000,905.18,Car,25000,6,Balanced
216,230efd93-cfb9-4322-a209-17082a0abb58,18,Female,Riyadh,Qassim University,Mechanical Engineering,3,With Family,1500,0,0,1500,1283.94,Gaming PC,8000,6,Coffee Lover
217,6f96af4b-297a-465d-aa36-2a6e591e2fdb,19,Male,Makkah,Umm Al-Qura University,Accounting,3,With Family,1500,1800,0,3300,2968.61,Travel,4000,3,Shopaholic
218,beb267b4-af8a-41c6-a405-fdacd69ff12d,24,Male,Makkah,Prince Sattam bin Abdulaziz University,Artificial Intelligence,3,Alone,1000,0,0,1000,828.59,Laptop,5000,9,Balanced
219,00b4c1a1-486f-4162-bc4d-d93f1ee70c22,19,Male,Jeddah,King Abdulaziz University,Finance,4,With Family,990,0,0,990,766.41,Investment,10000,9,Improving
220,0877e19a-2e23-43eb-aa5e-be2799cd8083,19,Male,Madinah,King Khalid University,Computer Science,2,Shared Apartment,990,0,0,990,807.4,Laptop,5000,3,Social Spender
221,0143b16a-5a63-4bed-9460-8518d3d6e226,22,Male,Riyadh,Qassim University,Finance,5,Dorm,1500,0,0,1500,1199.96,Travel,4000,12,Disciplined
222,3d93a252-88e0-443f-851a-6add83a686d4,21,Male,Makkah,Qassim University,Business Administration,1,Dorm,1000,0,0,1000,801.76,Investment,10000,3,Disciplined
223,370c80dd-74a2-4ee8-9311-cbe0b85b5734,19,Female,Jeddah,King Saud University,Finance,1,With Family,0,1800,0,1800,1556.6,Phone,4500,12,Coffee Lover
224,48ac2c9e-d29c-4ded-bbca-04c7a39de739,22,Female,Qassim,King Abdulaziz University,Computer Science,5,Dorm,990,0,0,990,791.17,Phone,4500,9,Coffee Lover
225,67a3adbc-abdf-4fab-898d-babd59eb3831,20,Female,Makkah,Umm Al-Qura University,Cybersecurity,5,Shared Apartment,1500,500,0,2000,1895.76,Emergency Fund,6000,9,Coffee Lover
226,e3286548-2d85-42a6-a410-bff5d260ff24,24,Female,Dammam,King Saud University,Business Administration,5,With Family,1000,0,0,1000,929.15,Travel,4000,9,Disciplined
227,5fe28358-bf04-4582-88fe-e8e1cfe662d2,20,Male,Makkah,Imam Mohammad Ibn Saud Islamic University,Artificial Intelligence,5,Shared Apartment,1500,500,200,2200,2053.59,Phone,4500,3,Budget Student
228,158d684f-4a18-4264-8ae6-bafb93638be6,23,Male,Dammam,Imam Mohammad Ibn Saud Islamic University,Nursing,3,Shared Apartment,1500,500,700,2700,2401.72,Emergency Fund,6000,3,Social Spender
229,c1b06405-6526-4cc1-8fc0-92fedabc4bce,25,Female,Dammam,Taibah University,Computer Science,1,With Family,990,500,0,1490,1296.8,Phone,4500,3,Shopaholic
230,39187944-48c3-4239-9a8c-8c73711f407d,23,Male,Abha,King Saud University,Computer Science,2,Dorm,0,1800,0,1800,1680.2,Phone,4500,3,Budget Student
231,84e8fa58-977e-4016-9f83-1640282ec526,24,Male,Abha,Prince Sattam bin Abdulaziz University,Business Administration,2,Alone,1500,1800,0,3300,2958.35,Gaming PC,8000,12,Budget Student
232,fe9a1527-5bc3-4dc1-b27d-474427a4a4c0,23,Male,Dammam,Qassim University,Artificial Intelligence,3,With Family,1500,800,0,2300,2060.26,Car,25000,12,Budget Student
233,f6532d2a-d9cf-45cc-841f-7fecb98c13e2,21,Male,Qassim,King Abdulaziz University,Business Administration,1,With Family,1000,500,0,1500,1419.71,Travel,4000,6,Tech Enthusiast
234,6a1dbd3a-9435-4862-bddb-eceb83e9db9c,23,Female,Riyadh,Prince Sattam bin Abdulaziz University,Cybersecurity,2,Dorm,1500,1200,0,2700,2214.26,Gaming PC,8000,3,Social Spender
235,ee2cb2e6-696f-4a79-b54b-44bf5a1133fc,24,Female,Tabuk,King Fahd University of Petroleum and Minerals,Medicine,4,With Family,0,0,0,0,0.0,Phone,4500,6,Balanced
236,d3817e45-7e98-4cb6-86f3-4ba0c0d03bf6,22,Male,Jeddah,King Fahd University of Petroleum and Minerals,Information Systems,4,With Family,0,1200,0,1200,918.0,Travel,4000,3,Balanced
237,5426657b-4cd7-4d59-846b-de6d7c4e2b77,20,Female,Dammam,King Saud University,Software Engineering,3,With Family,1500,1200,200,2900,2285.19,Emergency Fund,6000,9,Social Spender
238,eb08ab16-2c94-410e-a584-ccdd0c770a53,25,Male,Riyadh,King Fahd University of Petroleum and Minerals,Computer Science,4,With Family,990,0,0,990,905.63,Car,25000,12,Balanced
239,ecb009ad-9921-46c8-a35f-88ea71c6d5e6,25,Male,Madinah,Qassim University,Finance,4,Shared Apartment,0,0,0,0,0.0,Laptop,5000,12,Balanced
240,934c6b60-dc5a-40cf-9a63-e928d7a27f07,25,Female,Madinah,Imam Mohammad Ibn Saud Islamic University,Artificial Intelligence,5,With Family,1500,0,0,1500,1350.67,Travel,4000,3,Disciplined
241,a77bd69e-c193-4d00-a770-108578de6c60,21,Male,Tabuk,Umm Al-Qura University,Accounting,5,Dorm,990,500,700,2190,2052.63,Car,25000,6,Coffee Lover
242,2d845158-614d-4553-9905-f9998e7ad73f,20,Male,Qassim,King Abdulaziz University,Information Systems,2,Shared Apartment,0,1800,200,2000,1550.47,Car,25000,12,Disciplined
243,f5bb38b1-3e2f-4a39-9b94-f463d24d7f69,22,Female,Jeddah,Princess Nourah University,Accounting,5,With Family,1000,0,200,1200,978.27,Phone,4500,9,Shopaholic
244,e0af55ce-4478-4a80-bd22-9e74200fbedb,24,Male,Tabuk,King Abdulaziz University,Information Systems,5,Dorm,1500,0,200,1700,1532.85,Car,25000,3,Overspender
245,9bbdda22-4d46-4d88-9473-020bf7cf9022,23,Female,Madinah,Qassim University,Law,4,Dorm,1000,0,0,1000,844.61,Car,25000,6,Balanced
246,fbb10821-e689-4dab-86e7-84f187430078,24,Female,Makkah,King Saud University,Mechanical Engineering,4,Alone,990,800,0,1790,1663.64,Laptop,5000,3,Balanced
247,2a6117dc-39a2-4457-8715-3edeb511d4c7,19,Male,Dammam,Prince Sattam bin Abdulaziz University,Mechanical Engineering,4,Shared Apartment,1000,0,200,1200,977.01,Investment,10000,12,Tech Enthusiast
248,af8e42f9-5f27-4c1b-b700-f0eaaa1c3c9d,25,Female,Riyadh,Umm Al-Qura University,Electrical Engineering,2,With Family,0,0,400,400,356.77,Emergency Fund,6000,12,Disciplined
